Function,Rule_ID,Match_Type,Confidence,Source,Service,Resource
alicloud.security_center.detection.guardduty_enabled,alicloud.security_center.detection.guardduty_enabled,exact,1.0000,generated,security_center,detection
alicloud.security_center.detection.is_enabled,alicloud.security_center.detection.is_enabled,exact,1.0000,generated,security_center,detection
alicloud.security_center.detection.no_high_severity_findings,alicloud.security_center.detection.no_high_severity_findings,exact,1.0000,generated,security_center,detection
alicloud.security_center.detection.security_center_enabled,alicloud.security_center.detection.security_center_enabled,exact,1.0000,generated,security_center,detection
alicloud.security_center.detection.vulnerability_assessment_enabled,alicloud.security_center.detection.vulnerability_assessment_enabled,exact,1.0000,generated,security_center,detection
alicloud.security_center.ensure.defender_for_alicloud_sql_databases_is_on,alicloud.security_center.ensure.defender_for_alicloud_sql_databases_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_app_services_is_on,alicloud.security_center.ensure.defender_for_app_services_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_arm_is_on,alicloud.security_center.ensure.defender_for_arm_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_containers_is_on,alicloud.security_center.ensure.defender_for_containers_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_cosmosdb_is_on,alicloud.security_center.ensure.defender_for_cosmosdb_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_databases_is_on,alicloud.security_center.ensure.defender_for_databases_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_dns_is_on,alicloud.security_center.ensure.defender_for_dns_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_keyvault_is_on,alicloud.security_center.ensure.defender_for_keyvault_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_os_relational_databases_is_on,alicloud.security_center.ensure.defender_for_os_relational_databases_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_server_is_on,alicloud.security_center.ensure.defender_for_server_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_sql_servers_is_on,alicloud.security_center.ensure.defender_for_sql_servers_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.defender_for_storage_is_on,alicloud.security_center.ensure.defender_for_storage_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.iot_hub_defender_is_on,alicloud.security_center.ensure.iot_hub_defender_is_on,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.mcas_is_enabled,alicloud.security_center.ensure.mcas_is_enabled,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.notify_alerts_severity_is_high,alicloud.security_center.ensure.notify_alerts_severity_is_high,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.notify_emails_to_owners,alicloud.security_center.ensure.notify_emails_to_owners,exact,1.0000,generated,security_center,ensure
alicloud.security_center.ensure.system_updates_are_applied,alicloud.security_center.ensure.system_updates_applied_automatically,high_similarity,0.7097,catalog_similarity,security_center,ensure
alicloud.security_center.ensure.wdatp_is_enabled,alicloud.security_center.ensure.wdatp_enabled_for_all_endpoints,medium_similarity,0.5532,catalog_similarity,security_center,ensure
alicloud.security_center.is.enabled,alicloud.security_center.is.enabled,exact,1.0000,generated,security_center,is
alicloud.security_center.log.analysis_status_check,alicloud.security_center.log.analysis_status_check,exact,1.0000,generated,security_center,log
alicloud.security_center.no.high_severity_findings,alicloud.security_center.no.high_severity_findings,exact,1.0000,generated,security_center,no
alicloud.security_center.notifications.highrisk_check,alicloud.security_center.notifications.highrisk_check,exact,1.0000,generated,security_center,notifications
alicloud.slb.alb.https_redirect,alicloud.slb.alb.http_to_https_redirect_enabled,medium_similarity,0.6364,catalog_similarity,slb,alb
alicloud.slb.desync.mitigation_mode,alicloud.slb.desync.mitigation_mode,exact,1.0000,generated,slb,desync
alicloud.slb.logging.enabled,alicloud.slb.logging.enabled,exact,1.0000,generated,slb,logging
"alicloud.slb.logging.enabled, alicloud_oss_bucket_server_access_logging_enabled, alicloud_alb_logging_enabled, alicloud_actiontrail_s3_dataevents_read_enabled, alicloud_cms_log_group_retention_policy_specific_days_enabled, alicloud_api_gateway_restapi_logging_enabled, alicloud_actiontrail_multi_region_enabled, alicloud_wafv2_web_acl_logging_enabled, alicloud_actiontrail_cloudwatch_logging_enabled, alicloud_vpc_flow_logs_enabled, alicloud_analyticdb_cluster_audit_logging",alicloud.slb.logging.enabled_alicloud_oss_bucket_server_access_logging_enabled_alicloud_alb_logging_enabled_alicloud_actiontrail_s3_dataevents_read_enabled_alicloud_cms_log_group_retention_policy_specific_days_enabled_alicloud_api_gateway_restapi_logging_enabled_alicloud_actiontrail_multi_region_enabled_alicloud_wafv2_web_acl_logging_enabled_alicloud_actiontrail_cloudwatch_logging_enabled_alicloud_vpc_flow_logs_enabled_alicloud_analyticdb_cluster_audit_logging,high_similarity,0.9040,catalog_similarity,slb,logging
alicloud.slb.ssl.listeners,alicloud.slb.ssl.listeners,exact,1.0000,generated,slb,ssl
alicloud.sls.actiontrail.ram_role_change_monitoring,alicloud.sls.actiontrail.ram_role_change_alerts,high_similarity,0.7083,catalog_similarity,sls,actiontrail
alicloud.sls.actiontrail.root_login_alert,alicloud.sls.actiontrail.root_login_alert,exact,1.0000,generated,sls,actiontrail
alicloud.sls.actiontrail.unauthorized_api_alert_check,alicloud.sls.actiontrail.unauthorized_api_access_alerts,high_similarity,0.7586,catalog_similarity,sls,actiontrail
alicloud.sls.cloudfw.rule_change_alerts,alicloud.sls.cloudfw.rule_change_monitoring,medium_similarity,0.6500,catalog_similarity,sls,cloudfw
alicloud.sls.integration.audit_logs_enabled,alicloud.sls.integration.audit_logs_enabled,exact,1.0000,generated,sls,integration
alicloud.sls.log.analysis_enabled,alicloud.sls.log.analysis_enabled,exact,1.0000,generated,sls,log
alicloud.sls.log.metric_filter_alarm_configured,alicloud.sls.log.metric_filter_alarm_configured,exact,1.0000,generated,sls,log
alicloud.sls.log.metric_filter_and_alert_for_audit_configuration_changes_enabled,alicloud.sls.log.metric_filter_and_alert_for_audit_configuration_changes_enabled,exact,1.0000,generated,sls,log
alicloud.sls.log.metric_filter_and_alert_for_bucket_permission_changes_enabled,alicloud.sls.log.metric_filter_and_alert_for_bucket_permission_changes_enabled,exact,1.0000,generated,sls,log
alicloud.sls.log.metric_filter_and_alert_for_custom_role_changes_enabled,alicloud.sls.log.metric_filter_and_alert_for_custom_role_changes_enabled,exact,1.0000,generated,sls,log
alicloud.sls.log.metric_filter_and_alert_for_project_ownership_changes_enabled,alicloud.sls.log.metric_filter_and_alert_for_project_ownership_changes_enabled,exact,1.0000,generated,sls,log
alicloud.sls.log.metric_filter_and_alert_for_sql_instance_configuration_changes_enabled,alicloud.sls.log.metric_filter_and_alert_for_sql_instance_configuration_changes_enabled,exact,1.0000,generated,sls,log
alicloud.sls.log.metric_filter_and_alert_for_vpc_firewall_rule_changes_enabled,alicloud.sls.log.metric_filter_and_alert_for_vpc_firewall_rule_changes_enabled,exact,1.0000,generated,sls,log
alicloud.sls.log.metric_filter_and_alert_for_vpc_network_changes_enabled,alicloud.sls.log.metric_filter_and_alert_for_vpc_network_changes_enabled,exact,1.0000,generated,sls,log
alicloud.sls.log.metric_filter_and_alert_for_vpc_network_route_changes_enabled,alicloud.sls.log.metric_filter_and_alert_for_vpc_network_route_changes_enabled,exact,1.0000,generated,sls,log
alicloud.sls.logstore.retention_period_check,alicloud.sls.logstore.retention_period_enforced,high_similarity,0.8085,catalog_similarity,sls,logstore
alicloud.sls.service.security_group_change_alerts_configured,alicloud.sls.service.security_group_change_alerts_configured,exact,1.0000,generated,sls,service
alicloud.sls.sink.created,alicloud.sls.sink.created,exact,1.0000,generated,sls,sink
alicloud.sqlserver.auditing.retention_90_days,alicloud.sqlserver.auditing.retention_90_days,exact,1.0000,generated,sqlserver,auditing
alicloud.sqlserver.microsoft.defender_enabled,alicloud.sqlserver.microsoft.defender_enabled,exact,1.0000,generated,sqlserver,microsoft
alicloud.sqlserver.recommended.minimal_tls_version,alicloud.sqlserver.recommended.minimal_tls_version,exact,1.0000,generated,sqlserver,recommended
alicloud.sqlserver.tde.encrypted_with_cmk,alicloud.sqlserver.tde.encrypted_with_cmk,exact,1.0000,generated,sqlserver,tde
alicloud.sqlserver.tde.encryption_enabled,alicloud.sqlserver.tde.encryption_enabled,exact,1.0000,generated,sqlserver,tde
alicloud.sqlserver.unrestricted.inbound_access,alicloud.sqlserver.unrestricted.inbound_access,exact,1.0000,generated,sqlserver,unrestricted
alicloud.tablestore.accelerator.cluster_encryption_enabled,alicloud.tablestore.accelerator.cluster_encryption_enabled,exact,1.0000,generated,tablestore,accelerator
alicloud.tablestore.accelerator.cluster_in_transit_encryption_enabled,alicloud.tablestore.accelerator.cluster_in_transit_encryption_enabled,exact,1.0000,generated,tablestore,accelerator
alicloud.tablestore.accelerator.cluster_multi_az,alicloud.tablestore.accelerator.cluster_multi_az,exact,1.0000,generated,tablestore,accelerator
alicloud.tablestore.autoscaling.enabled,alicloud.tablestore.autoscaling.enabled,exact,1.0000,generated,tablestore,autoscaling
alicloud.tablestore.backup.enabled,alicloud.tablestore.backup.enabled,exact,1.0000,generated,tablestore,backup
alicloud.tablestore.encryption.enabled,alicloud.tablestore.encryption.enabled,exact,1.0000,generated,tablestore,encryption
alicloud.tablestore.global.tables_enabled,alicloud.tablestore.global.tables_enabled,exact,1.0000,generated,tablestore,global
alicloud.tablestore.pitr.enabled,alicloud.tablestore.pitr.enabled,exact,1.0000,generated,tablestore,pitr
alicloud.tablestore.table.encryption_enabled,alicloud.tablestore.table.encryption_at_rest_enabled,high_similarity,0.8182,catalog_similarity,tablestore,table
"alicloud.tablestore.table.encryption_enabled, alicloud_actiontrail_kms_encryption_enabled, alicloud_pai_notebook_instance_encryption_enabled, alicloud_cms_log_group_kms_encryption_enabled, alicloud_oss_bucket_kms_encryption, alicloud_ack_cluster_kms_cmk_encryption_in_secrets_enabled, alicloud_rds_snapshots_encrypted, alicloud_oss_bucket_default_encryption, alicloud_nas_encryption_at_rest_enabled, alicloud_ecs_ebs_default_encryption, alicloud_elasticsearch_service_domains_encryption_at_rest_enabled, alicloud_mns_topics_kms_encryption_at_rest_enabled, alicloud_tablestore_accelerator_cluster_encryption_enabled, alicloud_tablestore_tables_kms_cmk_encryption_enabled, alicloud_ecs_ebs_volume_encryption, alicloud_rds_instance_storage_encrypted, alicloud_analyticdb_cluster_audit_logging","alicloud.tablestore.table.encryption_enabled, alicloud_actiontrail_kms_encryption_enabled, alicloud_pai_notebook_instance_encryption_enabled, alicloud_cms_log_group_kms_encryption_enabled, alicloud_oss_bucket_kms_encryption, alicloud_ack_cluster_kms_cmk_encryption_in_secrets_enabled, alicloud_rds_snapshots_encrypted, alicloud_oss_bucket_default_encryption, alicloud_nas_encryption_at_rest_enabled, alicloud_ecs_ebs_default_encryption, alicloud_elasticsearch_service_domains_encryption_at_rest_enabled, alicloud_mns_topics_kms_encryption_at_rest_enabled, alicloud_tablestore_accelerator_cluster_encryption_enabled, alicloud_tablestore_tables_kms_cmk_encryption_enabled, alicloud_ecs_ebs_volume_encryption, alicloud_rds_instance_storage_encrypted, alicloud_analyticdb_cluster_audit_logging",exact,1.0000,generated,tablestore,table
"alicloud.tablestore.table.encryption_enabled, alicloud_actiontrail_kms_encryption_enabled, alicloud_pai_notebook_instance_encryption_enabled, alicloud_cms_log_group_kms_encryption_enabled, alicloud_oss_bucket_kms_encryption, alicloud_ack_cluster_kms_cmk_encryption_in_secrets_enabled, alicloud_rds_snapshots_encrypted, alicloud_oss_bucket_default_encryption, alicloud_nas_encryption_at_rest_enabled, alicloud_ecs_ebs_default_encryption, alicloud_elasticsearch_service_domains_encryption_at_rest_enabled, alicloud_mns_topics_kms_encryption_at_rest_enabled, alicloud_tablestore_accelerator_cluster_encryption_enabled, alicloud_tablestore_tables_kms_cmk_encryption_enabled, alicloud_ecs_ebs_volume_encryption, alicloud_rds_instance_storage_encrypted, alicloud_analyticdb_cluster_audit_logging, alicloud_elasticsearch_service_domains_audit_logging_enabled, alicloud_slb_logging_enabled, alicloud_alb_logging_enabled, alicloud_api_gateway_restapi_logging_enabled, alicloud_actiontrail_multi_region_enabled, alicloud_wafv2_web_acl_logging_enabled, alicloud_actiontrail_cloudwatch_logging_enabled","alicloud.tablestore.table.encryption_enabled, alicloud_actiontrail_kms_encryption_enabled, alicloud_pai_notebook_instance_encryption_enabled, alicloud_cms_log_group_kms_encryption_enabled, alicloud_oss_bucket_kms_encryption, alicloud_ack_cluster_kms_cmk_encryption_in_secrets_enabled, alicloud_rds_snapshots_encrypted, alicloud_oss_bucket_default_encryption, alicloud_nas_encryption_at_rest_enabled, alicloud_ecs_ebs_default_encryption, alicloud_elasticsearch_service_domains_encryption_at_rest_enabled, alicloud_mns_topics_kms_encryption_at_rest_enabled, alicloud_tablestore_accelerator_cluster_encryption_enabled, alicloud_tablestore_tables_kms_cmk_encryption_enabled, alicloud_ecs_ebs_volume_encryption, alicloud_rds_instance_storage_encrypted, alicloud_analyticdb_cluster_audit_logging, alicloud_elasticsearch_service_domains_audit_logging_enabled, alicloud_slb_logging_enabled, alicloud_alb_logging_enabled, alicloud_api_gateway_restapi_logging_enabled, alicloud_actiontrail_multi_region_enabled, alicloud_wafv2_web_acl_logging_enabled, alicloud_actiontrail_cloudwatch_logging_enabled",exact,1.0000,generated,tablestore,table
alicloud.tablestore.table.kms_cmk_encryption_enabled,alicloud.tablestore.table.kms_cmk_encryption_enabled,exact,1.0000,generated,tablestore,table
alicloud.tablestore.table.pitr_enabled,alicloud.tablestore.table.pitr_enabled,exact,1.0000,generated,tablestore,table
alicloud.tablestore.table.protected_by_backup_plan,alicloud.tablestore.table.protected_by_backup_plan,exact,1.0000,generated,tablestore,table
alicloud.tablestore.tables.kms_cmk_encryption_enabled,alicloud.tablestore.table.kms_cmk_encryption_enabled,exact,1.0000,manual_creation,tablestore,tables
alicloud.tablestore.tables.pitr_enabled,alicloud.tablestore.table.pitr_enabled,exact,1.0000,manual_creation,tablestore,tables
alicloud.vpc.bastion.host_exists,alicloud.vpc.bastion.host_exists,exact,1.0000,generated,vpc,bastion
alicloud.vpc.default.security_group_closed,alicloud.vpc.default.security_group_closed,exact,1.0000,generated,vpc,default
alicloud.vpc.different.regions,alicloud.vpc.different.regions,exact,1.0000,generated,vpc,different
alicloud.vpc.endpoint.connections_trust_boundaries,alicloud.vpc.endpoint.connections_trust_boundaries,exact,1.0000,generated,vpc,endpoint
alicloud.vpc.endpoint.for_ec2_enabled,alicloud.vpc.endpoint.ecs_access_enabled,medium_similarity,0.6061,catalog_similarity,vpc,endpoint
alicloud.vpc.endpoint.for_ecs_enabled,alicloud.vpc.endpoint.instance_private_access_enabled,medium_similarity,0.5217,catalog_similarity,vpc,endpoint
alicloud.vpc.endpoint.multi_az_enabled,alicloud.vpc.endpoint.multi_az_enabled_with_failover_configured,medium_similarity,0.5614,catalog_similarity,vpc,endpoint
alicloud.vpc.endpoint.services_allowed_principals_trust_boundaries,alicloud.vpc.endpoint.allowed_principals_trust_boundaries_enforced,high_similarity,0.7955,catalog_similarity,vpc,endpoint
alicloud.vpc.flow.log_captured_sent,alicloud.vpc.flow.log_captured_sent,exact,1.0000,generated,vpc,flow
alicloud.vpc.flow.log_more_than_90_days,alicloud.vpc.flow.log_more_than_90_days,exact,1.0000,generated,vpc,flow
alicloud.vpc.flow_log.log_service_integration_check,alicloud.vpc.flow_log.integration_enabled,medium_similarity,0.5417,catalog_similarity,vpc,flow_log
alicloud.vpc.flow_log.logs_enabled,alicloud.vpc.flow_log.logs_enabled,exact,1.0000,generated,vpc,flow_log
alicloud.vpc.flow_log.logs_enabled_check,alicloud.vpc.flow_log.logs_enabled_check,exact,1.0000,generated,vpc,flow_log
alicloud.vpc.http.internet_access_restricted,alicloud.vpc.http.public_http_access_restricted,high_similarity,0.7636,catalog_similarity,vpc,http
alicloud.vpc.network_acl.acl_unused,alicloud.vpc.network_acl.acl_unused,exact,1.0000,generated,vpc,network_acl
alicloud.vpc.peering.routing_tables_with_least_privilege,alicloud.vpc.peering.routing_tables_with_least_privilege,exact,1.0000,generated,vpc,peering
alicloud.vpc.public.ip_shodan,alicloud.vpc.public.ip_shodan,exact,1.0000,generated,vpc,public
alicloud.vpc.rdp.internet_access_restricted,alicloud.vpc.rdp.internet_access_restricted,exact,1.0000,generated,vpc,rdp
alicloud.vpc.route_table.change_monitoring,alicloud.vpc.route_table.change_monitoring,exact,1.0000,generated,vpc,route_table
alicloud.vpc.route_table.table_least_access_check,alicloud.vpc.route_table.table_least_access_check,exact,1.0000,generated,vpc,route_table
alicloud.vpc.ssh.internet_access_restricted,alicloud.vpc.ssh.internet_access_restricted,exact,1.0000,generated,vpc,ssh
alicloud.vpc.subnet.different_az,alicloud.vpc.subnet.different_az_with_routing_control,medium_similarity,0.5333,catalog_similarity,vpc,subnet
alicloud.vpc.subnet.no_public_ip_by_default,alicloud.vpc.subnet.public_ip_disabled_by_default,high_similarity,0.7692,catalog_similarity,vpc,subnet
alicloud.vpc.subnet.separate_private_public,alicloud.vpc.subnet.separate_private_public,exact,1.0000,generated,vpc,subnet
alicloud.vpc.udp.internet_access_restricted,alicloud.vpc.udp.internet_access_restricted,exact,1.0000,generated,vpc,udp
alicloud.vpc.vpc.connection_tunnels_up,alicloud.vpc.vpc.connection_tunnels_up,exact,1.0000,generated,vpc,vpc
alicloud.vpc.watcher.enabled,alicloud.vpc.watcher.enabled,exact,1.0000,generated,vpc,watcher
alicloud.waf.global.webacl_logging_enabled,alicloud.waf.global.webacl_logging_enabled,exact,1.0000,generated,waf,global
alicloud.waf.log.service_enabled,alicloud.waf.log.service_enabled,exact,1.0000,generated,waf,log
alicloud.waf.web.acl_logging_enabled,alicloud.waf.web.acl_logging_enabled,exact,1.0000,generated,waf,web
alicloud.waf.web_acl.logging_enabled,alicloud.waf.web_acl.logging_enabled_90_day_retention,medium_similarity,0.6383,catalog_similarity,waf,web_acl
alicloud.waf.web_acl.rule_logging_enabled,alicloud.waf.web_acl.logging_enabled_for_all_requests,medium_similarity,0.5769,catalog_similarity,waf,web_acl
alicloud.workspaces.volume.encryption_enabled,alicloud.workspaces.volume.encryption_enabled,exact,1.0000,generated,workspaces,volume
alicloud.workspaces.vpc.2private_1public_subnets_nat,alicloud.workspaces.vpc.2private_1public_subnets_nat,exact,1.0000,generated,workspaces,vpc
