csp,source_type,source_type_label,log_field,field_label,field_type,operators,format_hint,field_value,field_value_label,rule_id,rule_title,rule_severity,rule_threat_category,rule_check_type,rule_condition_op,rule_conditions_summary,rule_conditions_json,rule_file
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.ciem.correlation.persistence,Correlation: Persistence,critical,persistence,log_correlation,,,{},catalog/rule/aws_rule_ciem/ciem/aws.ciem.correlation.persistence.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.ciem.correlation.privilege_escalation,Correlation: Privilege Escalation,critical,privilege_escalation,log_correlation,,,{},catalog/rule/aws_rule_ciem/ciem/aws.ciem.correlation.privilege_escalation.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.ciem.correlation.stale_credentials,Correlation: Stale Credentials,high,persistence,log_correlation,,,{},catalog/rule/aws_rule_ciem/ciem/aws.ciem.correlation.stale_credentials.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.datasec.correlation.data_exposure,Correlation: Data Exposure,critical,data_exfiltration,log_correlation,,,{},catalog/rule/aws_rule_ciem/datasec/aws.datasec.correlation.data_exposure.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.datasec.correlation.encryption_downgrade,Correlation: Encryption Downgrade,high,defense_evasion,log_correlation,,,{},catalog/rule/aws_rule_ciem/datasec/aws.datasec.correlation.encryption_downgrade.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.datasec.correlation.mass_download,Correlation: Mass Download,high,data_exfiltration,log_correlation,,,{},catalog/rule/aws_rule_ciem/datasec/aws.datasec.correlation.mass_download.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.datasec.correlation.residency_violation,Correlation: Residency Violation,high,data_exfiltration,log_correlation,,,{},catalog/rule/aws_rule_ciem/datasec/aws.datasec.correlation.residency_violation.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.threat.correlation.brute_force,Correlation: Brute Force,high,initial_access,log_correlation,,,{},catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.brute_force.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.threat.correlation.cover_tracks,Correlation: Cover Tracks,critical,defense_evasion,log_correlation,,,{},catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.cover_tracks.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.threat.correlation.credential_compromise,Correlation: Credential Compromise,critical,credential_access,log_correlation,,,{},catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.credential_compromise.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.threat.correlation.data_destruction,Correlation: Data Destruction,critical,data_destruction,log_correlation,,,{},catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.data_destruction.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.threat.correlation.data_exfil,Correlation: Data Exfil,critical,data_exfiltration,log_correlation,,,{},catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.data_exfil.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.threat.correlation.lateral_movement,Correlation: Lateral Movement,critical,lateral_movement,log_correlation,,,{},catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.lateral_movement.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.threat.correlation.privilege_escalation_chain,Correlation: Privilege Escalation Chain,critical,privilege_escalation,log_correlation,,,{},catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.privilege_escalation_chain.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.threat.correlation.ransomware,Correlation: Ransomware,critical,data_destruction,log_correlation,,,{},catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.ransomware.yaml
aws,cloudtrail,AWS CloudTrail,,,,,,,,aws.threat.correlation.recon_then_exploit,Correlation: Recon Then Exploit,critical,discovery,log_correlation,,,{},catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.recon_then_exploit.yaml
aws,cloudtrail,AWS CloudTrail,actor.account_id,Actor Account ID,string,"equals, in",,{{resource.account_id}},{{resource.account_id}},aws.ciem.correlation.cloudtrail.cross_account_assume_role,CIEM: Cross Account Assume Role,high,lateral_movement,log,not_equals,operation equals AssumeRole AND actor.account_id not_equals {{resource.account_id}},"{""all"": [{""field"": ""operation"", ""op"": ""equals"", ""value"": ""AssumeRole""}, {""field"": ""actor.account_id"", ""op"": ""not_equals"", ""value"": ""{{resource.account_id}}""}]}",catalog/rule/aws_rule_ciem/ciem/aws.ciem.correlation.cloudtrail.cross_account_assume_role.yaml
aws,cloudtrail,AWS CloudTrail,actor.account_id,Actor Account ID,string,"equals, in",,{{resource.account_id}},{{resource.account_id}},aws.threat.correlation.cloudtrail.sts_assume_role_from_external,Threat: STS Assume Role From External,high,lateral_movement,log,not_equals,operation equals AssumeRole AND actor.account_id not_equals {{resource.account_id}},"{""all"": [{""field"": ""operation"", ""op"": ""equals"", ""value"": ""AssumeRole""}, {""field"": ""actor.account_id"", ""op"": ""not_equals"", ""value"": ""{{resource.account_id}}""}]}",catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.cloudtrail.sts_assume_role_from_external.yaml
aws,cloudtrail,AWS CloudTrail,actor.principal_type,Actor Type,enum,"equals, not_equals, in",,IAMUser,IAMUser,aws.ciem.correlation.cloudtrail.access_key_used_after_rotation_due,CIEM: Access Key Used After Rotation Due,high,persistence,log,equals,"actor.principal_type equals IAMUser AND operation not_in [ConsoleLogin, GetSessionToken]","{""all"": [{""field"": ""actor.principal_type"", ""op"": ""equals"", ""value"": ""IAMUser""}, {""field"": ""operation"", ""op"": ""not_in"", ""value"": [""ConsoleLogin"", ""GetSessionToken""]}]}",catalog/rule/aws_rule_ciem/ciem/aws.ciem.correlation.cloudtrail.access_key_used_after_rotation_due.yaml
aws,cloudtrail,AWS CloudTrail,actor.principal_type,Actor Type,enum,"equals, not_equals, in",,Root,Root,aws.ciem.correlation.cloudtrail.root_access_key_used,CIEM: Root Access Key Used,critical,credential_access,log,equals,actor.principal_type equals Root AND operation not_equals ConsoleLogin,"{""all"": [{""field"": ""actor.principal_type"", ""op"": ""equals"", ""value"": ""Root""}, {""field"": ""operation"", ""op"": ""not_equals"", ""value"": ""ConsoleLogin""}]}",catalog/rule/aws_rule_ciem/ciem/aws.ciem.correlation.cloudtrail.root_access_key_used.yaml
aws,cloudtrail,AWS CloudTrail,actor.principal_type,Actor Type,enum,"equals, not_equals, in",,Root,Root,aws.threat.correlation.cloudtrail.root_account_usage,Threat: Root Account Usage,critical,initial_access,log,equals,actor.principal_type equals Root,"{""all"": [{""field"": ""actor.principal_type"", ""op"": ""equals"", ""value"": ""Root""}]}",catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.cloudtrail.root_account_usage.yaml
aws,cloudtrail,AWS CloudTrail,error_code,Error Code,string,"equals, not_equals, in",,AccessDenied,AccessDenied,aws.threat.correlation.cloudtrail.access_denied_spike,Threat: Access Denied Spike,medium,discovery,log,equals,error_code equals AccessDenied,"{""all"": [{""field"": ""error_code"", ""op"": ""equals"", ""value"": ""AccessDenied""}]}",catalog/rule/aws_rule_ciem/threat/aws.threat.correlation.cloudtrail.access_denied_spike.yaml
aws,cloudtrail,AWS CloudTrail,network.bytes_in,Network Bytes_In,string,equals,,10000,10000,aws.network.flow_log.dns_exfil,Network: DNS Exfil,high,data_exfiltration,log,greater_than,network.dst_port equals 53 AND network.bytes_in greater_than 10000,"{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 53}, {""field"": ""network.bytes_in"", ""op"": ""greater_than"", ""value"": 10000}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.dns_exfil.yaml
aws,cloudtrail,AWS CloudTrail,network.dst_port,Network Dest Port,number,"equals, in",,22,22,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,equals,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.dst_port,Network Dest Port,number,"equals, in",,3389,3389,aws.network.flow_log.rdp_from_internet,Network: Rdp From Internet,critical,initial_access,log,equals,"network.dst_port equals 3389 AND network.src_ip not_starts_with [10., 172.16., 192.168.]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 3389}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.rdp_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.dst_port,Network Dest Port,number,"equals, in",,53,53,aws.network.flow_log.dns_exfil,Network: DNS Exfil,high,data_exfiltration,log,equals,network.dst_port equals 53 AND network.bytes_in greater_than 10000,"{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 53}, {""field"": ""network.bytes_in"", ""op"": ""greater_than"", ""value"": 10000}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.dns_exfil.yaml
aws,cloudtrail,AWS CloudTrail,network.flow_action,Flow Action,enum,equals,,REJECT,REJECT,aws.network.flow_log.high_port_scan,Network: High Port Scan,medium,discovery,log,equals,network.flow_action equals REJECT,"{""all"": [{""field"": ""network.flow_action"", ""op"": ""equals"", ""value"": ""REJECT""}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.high_port_scan.yaml
aws,cloudtrail,AWS CloudTrail,network.flow_action,Flow Action,enum,equals,,REJECT,REJECT,aws.network.flow_log.rejected_traffic,Network: Rejected Traffic,low,discovery,log,equals,network.flow_action equals REJECT,"{""all"": [{""field"": ""network.flow_action"", ""op"": ""equals"", ""value"": ""REJECT""}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.rejected_traffic.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,10.,10.,aws.network.flow_log.rdp_from_internet,Network: Rdp From Internet,critical,initial_access,log,not_starts_with,"network.dst_port equals 3389 AND network.src_ip not_starts_with [10., 172.16., 192.168.]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 3389}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.rdp_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,10.,10.,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,not_starts_with,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,172.16.,172.16.,aws.network.flow_log.rdp_from_internet,Network: Rdp From Internet,critical,initial_access,log,not_starts_with,"network.dst_port equals 3389 AND network.src_ip not_starts_with [10., 172.16., 192.168.]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 3389}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.rdp_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,172.16.,172.16.,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,not_starts_with,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,172.17.,172.17.,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,not_starts_with,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,172.18.,172.18.,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,not_starts_with,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,172.19.,172.19.,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,not_starts_with,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,172.2,172.2,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,not_starts_with,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,172.30.,172.30.,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,not_starts_with,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,172.31.,172.31.,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,not_starts_with,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,192.168.,192.168.,aws.network.flow_log.rdp_from_internet,Network: Rdp From Internet,critical,initial_access,log,not_starts_with,"network.dst_port equals 3389 AND network.src_ip not_starts_with [10., 172.16., 192.168.]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 3389}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.rdp_from_internet.yaml
aws,cloudtrail,AWS CloudTrail,network.src_ip,Network Source IP,string,"equals, starts_with",,192.168.,192.168.,aws.network.flow_log.ssh_from_internet,Network: Ssh From Internet,high,initial_access,log,not_starts_with,"network.dst_port equals 22 AND network.src_ip not_starts_with [10., 172.16., 172.17., ...]","{""all"": [{""field"": ""network.dst_port"", ""op"": ""equals"", ""value"": 22}, {""field"": ""network.src_ip"", ""op"": ""not_starts_with"", ""value"": [""10."", ""172.16."", ""172.17."", ""172.18."", ""172.19."", ""172.2"", ""172.30."", ""172.31."", ""192.168.""]}]}",catalog/rule/aws_rule_ciem/network/aws.network.flow_log.ssh_from_internet.yaml
