csv_rule_id,yaml_rule_id,match_type,service,status
alicloud.Config Delivery.configuration_management_security_config_delivery_kms_encryption_enabled,alicloud.Config Delivery.configuration_management_security_config_delivery_kms_encryption_enabled,no_match,Config Delivery,⚠️ Needs Review
alicloud.Config Delivery.configuration_management_security_config_delivery_destination_access_least_privilege,alicloud.Config Delivery.configuration_management_security_config_delivery_destination_access_least_privilege,no_match,Config Delivery,⚠️ Needs Review
alicloud.Alibaba Cloud Config - Remediation.configuration_management_security_config_remediation_auto_remediation_enabled_for_high,alicloud.Alibaba Cloud Config - Remediation.configuration_management_security_config_remediation_auto_remediation_enabled_for_high,no_match,Alibaba Cloud Config - Remediation,⚠️ Needs Review
alicloud.Alibaba Cloud Config - Remediation.configuration_management_security_config_remediation_manual_runbooks_attached,alicloud.Alibaba Cloud Config - Remediation.configuration_management_security_config_remediation_manual_runbooks_attached,no_match,Alibaba Cloud Config - Remediation,⚠️ Needs Review
alicloud.OOS (Operation Orchestration Service).configuration_management_security_config_remediation_auto_remediation_enabled_for_high,alicloud.OOS (Operation Orchestration Service).configuration_management_security_config_remediation_auto_remediation_enabled_for_high,no_match,OOS (Operation Orchestration Service),⚠️ Needs Review
alicloud.OOS (Operation Orchestration Service).configuration_management_security_config_remediation_manual_runbooks_attached,alicloud.OOS (Operation Orchestration Service).configuration_management_security_config_remediation_manual_runbooks_attached,no_match,OOS (Operation Orchestration Service),⚠️ Needs Review
alicloud.Alibaba Cloud Config - Compliance.configuration_management_security_config_compliance_reporting_dashboards_enabled,alicloud.Alibaba Cloud Config - Compliance.configuration_management_security_config_compliance_reporting_dashboards_enabled,no_match,Alibaba Cloud Config - Compliance,⚠️ Needs Review
alicloud.Alibaba Cloud Config - Compliance.configuration_management_security_config_compliance_evidence_export_configured,alicloud.Alibaba Cloud Config - Compliance.configuration_management_security_config_compliance_evidence_export_configured,no_match,Alibaba Cloud Config - Compliance,⚠️ Needs Review
alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_secrets_encryption_kms_enabled,alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_secrets_encryption_kms_enabled,no_match,Container Service for Kubernetes (ACK),⚠️ Needs Review
alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_audit_logging_enabled,alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_audit_logging_enabled,no_match,Container Service for Kubernetes (ACK),⚠️ Needs Review
alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_private_control_plane_endpoint_enabled,alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_private_control_plane_endpoint_enabled,no_match,Container Service for Kubernetes (ACK),⚠️ Needs Review
alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_default_service_account_automount_disabled,alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_default_service_account_automount_disabled,no_match,Container Service for Kubernetes (ACK),⚠️ Needs Review
alicloud.ACK RBAC.containers_kubernetes_security_rbac_authorization_mode_rbac_enabled,alicloud.ACK RBAC.containers_kubernetes_security_rbac_authorization_mode_rbac_enabled,no_match,ACK RBAC,⚠️ Needs Review
alicloud.ACK RBAC.containers_kubernetes_security_rbac_no_cluster_admin_bindings_to_users,alicloud.ACK RBAC.containers_kubernetes_security_rbac_no_cluster_admin_bindings_to_users,no_match,ACK RBAC,⚠️ Needs Review
alicloud.ACK RBAC.containers_kubernetes_security_rbac_no_wildcard_rules_in_clusterroles,alicloud.ACK RBAC.containers_kubernetes_security_rbac_no_wildcard_rules_in_clusterroles,no_match,ACK RBAC,⚠️ Needs Review
alicloud.ACK RBAC.containers_kubernetes_security_rbac_subjects_scoped_to_namespaces,alicloud.ACK RBAC.containers_kubernetes_security_rbac_subjects_scoped_to_namespaces,no_match,ACK RBAC,⚠️ Needs Review
alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_pod_security_admission_restricted_default,alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_pod_security_admission_restricted_default,no_match,ACK Admission Webhooks,⚠️ Needs Review
alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_image_registry_allowlist_enforced,alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_image_registry_allowlist_enforced,no_match,ACK Admission Webhooks,⚠️ Needs Review
alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_image_signature_verification_enabled,alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_image_signature_verification_enabled,no_match,ACK Admission Webhooks,⚠️ Needs Review
alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_privilege_escalation_denied,alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_privilege_escalation_denied,no_match,ACK Admission Webhooks,⚠️ Needs Review
alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_host_namespace_usage_denied,alicloud.ACK Admission Webhooks.containers_kubernetes_security_admission_host_namespace_usage_denied,no_match,ACK Admission Webhooks,⚠️ Needs Review
alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_default_deny_ingress_per_namespace,alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_default_deny_ingress_per_namespace,no_match,ACK CNI (Terway/Cilium) NetworkPolicy,⚠️ Needs Review
alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_default_deny_egress_per_namespace,alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_default_deny_egress_per_namespace,no_match,ACK CNI (Terway/Cilium) NetworkPolicy,⚠️ Needs Review
alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_required_allowlist_for_namespace_services,alicloud.ACK CNI (Terway/Cilium) NetworkPolicy.containers_kubernetes_security_networkpolicy_required_allowlist_for_namespace_services,no_match,ACK CNI (Terway/Cilium) NetworkPolicy,⚠️ Needs Review
alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_anonymous_auth_disabled,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_anonymous_auth_disabled,no_match,ACK Control Plane (API Server),⚠️ Needs Review
alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_insecure_port_disabled,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_insecure_port_disabled,no_match,ACK Control Plane (API Server),⚠️ Needs Review
alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_tls_min_1_2_enforced,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_tls_min_1_2_enforced,no_match,ACK Control Plane (API Server),⚠️ Needs Review
alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_authorization_mode_rbac,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_authorization_mode_rbac,no_match,ACK Control Plane (API Server),⚠️ Needs Review
alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_audit_logging_enabled,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_audit_logging_enabled,no_match,ACK Control Plane (API Server),⚠️ Needs Review
alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_etcd_connection_encrypted,alicloud.ACK Control Plane (API Server).containers_kubernetes_security_apiserver_etcd_connection_encrypted,no_match,ACK Control Plane (API Server),⚠️ Needs Review
alicloud.ACK etcd.containers_kubernetes_security_etcd_client_tls_enabled,alicloud.ACK etcd.containers_kubernetes_security_etcd_client_tls_enabled,no_match,ACK etcd,⚠️ Needs Review
alicloud.ACK etcd.containers_kubernetes_security_etcd_peer_tls_enabled,alicloud.ACK etcd.containers_kubernetes_security_etcd_peer_tls_enabled,no_match,ACK etcd,⚠️ Needs Review
alicloud.ACK etcd.containers_kubernetes_security_etcd_auth_enabled,alicloud.ACK etcd.containers_kubernetes_security_etcd_auth_enabled,no_match,ACK etcd,⚠️ Needs Review
alicloud.ACK etcd.containers_kubernetes_security_etcd_encryption_at_rest_enabled,alicloud.ACK etcd.containers_kubernetes_security_etcd_encryption_at_rest_enabled,no_match,ACK etcd,⚠️ Needs Review
alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_read_only_port_disabled,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_read_only_port_disabled,no_match,ACK Node (kubelet),⚠️ Needs Review
alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_anonymous_auth_disabled,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_anonymous_auth_disabled,no_match,ACK Node (kubelet),⚠️ Needs Review
alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_authz_webhook_or_rbac_enabled,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_authz_webhook_or_rbac_enabled,no_match,ACK Node (kubelet),⚠️ Needs Review
alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_tls_min_1_2_enforced,alicloud.ACK Node (kubelet).containers_kubernetes_security_kubelet_tls_min_1_2_enforced,no_match,ACK Node (kubelet),⚠️ Needs Review
alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_use_service_account_credentials_enabled,alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_use_service_account_credentials_enabled,no_match,ACK Controller Manager,⚠️ Needs Review
alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_root_ca_file_configured,alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_root_ca_file_configured,no_match,ACK Controller Manager,⚠️ Needs Review
alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_secure_port_tls_enabled,alicloud.ACK Controller Manager.containers_kubernetes_security_controller_manager_secure_port_tls_enabled,no_match,ACK Controller Manager,⚠️ Needs Review
alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_secure_port_tls_enabled,alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_secure_port_tls_enabled,no_match,ACK Scheduler,⚠️ Needs Review
alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_authentication_kubeconfig_configured,alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_authentication_kubeconfig_configured,no_match,ACK Scheduler,⚠️ Needs Review
alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_authorization_kubeconfig_configured,alicloud.ACK Scheduler.containers_kubernetes_security_scheduler_authorization_kubeconfig_configured,no_match,ACK Scheduler,⚠️ Needs Review
alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_nodes_no_public_ip,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_nodes_no_public_ip,no_match,ACK Node Pool,⚠️ Needs Review
alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_disk_encryption_enabled,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_disk_encryption_enabled,no_match,ACK Node Pool,⚠️ Needs Review
alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_shielded_secure_boot_enabled,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_shielded_secure_boot_enabled,no_match,ACK Node Pool,⚠️ Needs Review
alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_workload_identity_enabled,alicloud.ACK Node Pool.containers_kubernetes_security_node_pool_workload_identity_enabled,no_match,ACK Node Pool,⚠️ Needs Review
alicloud.ACK Namespaces.containers_kubernetes_security_namespace_default_service_account_automount_disabled,alicloud.ACK Namespaces.containers_kubernetes_security_namespace_default_service_account_automount_disabled,no_match,ACK Namespaces,⚠️ Needs Review
alicloud.ACK Namespaces.containers_kubernetes_security_namespace_pod_security_level_restricted,alicloud.ACK Namespaces.containers_kubernetes_security_namespace_pod_security_level_restricted,no_match,ACK Namespaces,⚠️ Needs Review
alicloud.ACK Namespaces.containers_kubernetes_security_namespace_network_policies_present,alicloud.ACK Namespaces.containers_kubernetes_security_namespace_network_policies_present,no_match,ACK Namespaces,⚠️ Needs Review
alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_run_as_non_root,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_run_as_non_root,no_match,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,⚠️ Needs Review
alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_read_only_root_filesystem,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_read_only_root_filesystem,no_match,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,⚠️ Needs Review
alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_no_privileged_containers,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_no_privileged_containers,no_match,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,⚠️ Needs Review
alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_drop_net_raw_and_reduce_caps,alicloud.ACK Deployment/StatefulSet/DaemonSet/Job/CronJob.containers_kubernetes_security_workload_drop_net_raw_and_reduce_caps,no_match,ACK Deployment/StatefulSet/DaemonSet/Job/CronJob,⚠️ Needs Review
