rule_id,current_var,proposed_var,changed
alicloud.general.api.access_logging_enabled_with_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.api.access_restrictions_configured,id exists ,permissions not_contains *,YES
alicloud.general.asc_enforcement_enabled.configured,logging_enabled equals true,status equals Active,YES
alicloud.general.asset_fingerprint_refresh_30_days.configured,id exists ,status equals Active,YES
alicloud.general.associated_with_instance.configured,id exists ,status equals Active,YES
alicloud.general.authorization_oauth2_enabled.configured,id exists ,permissions not_contains *,YES
alicloud.general.automatic_security_updates_enabled.configured,id exists ,status equals Active,YES
alicloud.general.backup.daily_automated_enabled,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.backup_enabled.configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.backup_retention_policy_set.configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.broker.active_active_deployment_mode,id exists ,status equals Active,YES
alicloud.general.broker.cluster_deployment_mode_with_redundancy,id exists ,status equals Active,YES
alicloud.general.broker.logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.bucket.log_retention_policy_locked_90_days,id exists ,logging_enabled equals true,YES
alicloud.general.bucket.public_access_detected,public_ip_address exists ,public_ip_address exists ,no
alicloud.general.certificate_expiration_30_days_warning.configured,encrypted equals true,encrypted equals true,no
alicloud.general.certificates_expiration_30_days_alert.configured,id exists ,status equals Active,YES
alicloud.general.certificates_expiration_check_30_days.configured,encrypted equals true,encrypted equals true,no
alicloud.general.client_certificate_mandatory.configured,id exists ,ssl_enabled equals true,YES
alicloud.general.cluster.cloudmonitor_log_export_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.cluster.cloudmonitor_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.cluster.cmk_encryption_at_rest_disabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.general.cluster.encryption_in_transit_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.cluster.multi_az_deployment,id exists ,status equals Active,YES
alicloud.general.cluster.public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.cluster.storage_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.cluster_secrets_kms_cmk_encryption_at_rest_enabled.configured,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.general.cluster_snapshot.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.cluster_tags_copied_to_snapshots.configured,id exists ,backup_enabled equals true,YES
alicloud.general.compliant_patching_enforced.configured,id exists ,status equals Active,YES
alicloud.general.connection_redundancy_enforced.configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.container.image_vulnerability_scanning_enabled,id exists ,status equals Active,YES
alicloud.general.control_plane.logging_all_types_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.data_catalog.connection_passwords_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.data_catalog.metadata_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.data_catalog.public_access_blocked_via_acl,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.dataset.cmk_encryption_at_rest_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.general.dataset.public_access_detected,public_ip_address exists ,public_ip_address exists ,no
alicloud.general.deletion_protection_enabled.configured,id exists ,status equals Active,YES
alicloud.general.development_endpoint.cloudmonitor_logs_encryption_at_rest_enabled,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.general.development_endpoint.job_bookmark_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.development_endpoint.oss_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.directory.log_forwarding_to_centralized_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.distribution.field_level_encryption_enforced,encrypted equals true,encrypted equals true,no
alicloud.general.distribution.logging_enabled_with_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.distributions.origin_failover_configured_with_redundancy,id exists ,status equals Active,YES
alicloud.general.distributions.origin_traffic_encryption_in_transit_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.distributions_https_only_enabled.configured,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.general.document.public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.document.secrets_management_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.domains.access_control_least_privilege_enforced,permissions not_contains *,permissions not_contains *,no
alicloud.general.domains.audit_logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.domains.audit_logging_enabled_for_compliance,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.domains.cloudmonitor_logging_enabled_for_performance_monitoring,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.domains.encryption_at_rest_active,encrypted equals true,encrypted equals true,no
alicloud.general.domains.fault_tolerant_data_nodes_with_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.domains.fault_tolerant_master_nodes_with_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.domains.https_only_communications_enforced,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.general.domains.internal_user_database_access_control_enabled,id exists ,permissions not_contains *,YES
alicloud.general.domains.logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.domains.node_to_node_encryption_active,encrypted equals true,encrypted equals true,no
alicloud.general.domains.private_access_only,id exists ,internet_facing not_equals true,YES
alicloud.general.domains_kms_cmk_encryption_at_rest_enabled.configured,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.general.domains_node_to_node_encryption_tls_1_2_enabled.configured,encrypted equals + min_tls_version gte,encrypted equals + min_tls_version gte,no
alicloud.general.eks.audit_logging_enabled_for_security_compliance,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.encryption_at_rest_enabled.configured,encrypted equals true,encrypted equals true,no
alicloud.general.encryption_at_rest_enabled_with_kms.configured,encrypted equals true,encrypted equals true,no
alicloud.general.endpoint_config.prod_variant_instances_with_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.environment.cloudmonitor_logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.etl_job.cloudmonitor_logs_encryption_at_rest_enabled,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.general.etl_job.job_bookmark_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.etl_job.oss_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.etl_jobs.logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.field_level_logging_enabled_with_90_day_retention.configured,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.file_system_tags_copied_to_backups.configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.file_system_tags_copied_to_volumes.configured,id exists ,tags exists ,YES
alicloud.general.fileshare.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.filesystem.public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.function.public_access_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.general.function.public_access_blocked_via_acl,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.general.function.url_authentication_mandatory,id exists ,permissions not_contains *,YES
alicloud.general.function.url_public_access_blocked,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.general.global_endpoint.event_replication_enforced,id exists ,status equals Active,YES
alicloud.general.global_tables_cross_region_enabled.configured,id exists ,backup_enabled equals true,YES
alicloud.general.guardduty_service_enabled.configured,logging_enabled equals true,status equals Active,YES
alicloud.general.https_enforced.configured,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.general.image_scan_on_push_enabled_for_vulnerabilities.configured,id exists ,status equals Active,YES
alicloud.general.insecure_ssl_ciphers_disabled.configured,encrypted equals true,encrypted equals true,no
alicloud.general.instance.attached_disks_encryption_at_rest_with_customer_managed_keys_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.general.instance.automated_backups_enabled_with_retention_policy,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.instance.ensure_using_managed_disks_with_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.instance.internet_facing_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.instance.public_access_detected,public_ip_address exists ,public_ip_address exists ,no
alicloud.general.instance.public_ip_detected,public_ip_address exists ,public_ip_address exists ,no
alicloud.general.instance.ssl_connections_enforced,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.general.instance.trusted_launch_enabled_with_integrity_monitoring,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.instance_postgres.connection_logging_flag_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.instance_postgres.disconnection_logging_flag_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.instance_postgres.error_verbosity_logging_flag_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.instance_postgres.min_duration_statement_logging_flag_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.instance_postgres.min_error_statement_logging_flag_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.instance_postgres.min_messages_logging_flag_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.instance_postgres.statement_logging_flag_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.integration.audit_logs_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.key_rotation_90_days_enforced.configured,encrypted equals true,encrypted equals true,no
alicloud.general.least_privilege_assessment_enabled.configured,logging_enabled equals + permissions not_contains,status equals Active,YES
alicloud.general.log_collection_enabled.configured,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.log_metric_filter_and_alert.audit_configuration_changes_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.log_metric_filter_and_alert.bucket_permission_changes_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.log_metric_filter_and_alert.custom_role_changes_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.log_metric_filter_and_alert.project_ownership_changes_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.log_metric_filter_and_alert.sql_instance_configuration_changes_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.log_metric_filter_and_alert.vpc_firewall_rule_changes_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.log_metric_filter_and_alert.vpc_network_changes_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.log_metric_filter_and_alert.vpc_network_route_changes_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.logging_enabled_90_day_retention.configured,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.managed_instance_compliant_patching_enabled.configured,id exists ,status equals Active,YES
alicloud.general.mfa_radius_enforced.configured,mfa_enabled equals true,mfa_enabled equals true,no
alicloud.general.ml_transform.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.model.invocation_logging_enabled_with_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.model_invocation_logs.encryption_at_rest_enabled,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.general.models.vpc_settings_properly_configured,id exists ,vpc_id exists ,YES
alicloud.general.multi_az_deployment.configured,id exists ,status equals Active,YES
alicloud.general.no_critical_findings.configured,id exists ,status equals Active,YES
alicloud.general.notebook_instance.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.notebook_instance.no_direct_internet_access,permissions not_contains *,permissions not_contains *,no
alicloud.general.notebook_instance.vpc_settings_properly_configured,id exists ,vpc_id exists ,YES
alicloud.general.packages.external_public_publishing_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.point_in_time_recovery_enabled.configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.portfolio.restricted_sharing_within_organization,permissions not_contains *,permissions not_contains *,no
alicloud.general.project.artifact_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.project.buildspec_source_controlled,id exists ,status equals Active,YES
alicloud.general.project.envvar_no_hardcoded_credentials,id exists ,permissions not_contains *,YES
alicloud.general.project.logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.project.no_secrets_in_environment_variables,id exists ,permissions not_contains *,YES
alicloud.general.project.oss_logs_encryption_at_rest_enabled,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.general.project.reviewed_90_days,id exists ,status equals Active,YES
alicloud.general.project.source_repo_url_no_sensitive_credentials_exposed,id exists ,permissions not_contains *,YES
alicloud.general.project.source_repo_url_secure,encrypted equals true,encrypted equals true,no
alicloud.general.public_hosted_zones.cloudmonitor_logging_enabled_for_dns_queries,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.redis.cluster_automated_backup_enabled,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.redis_cluster.automatic_failover_enforced,id exists ,status equals Active,YES
alicloud.general.redis_cluster.encryption_at_rest_enforced,encrypted equals true,encrypted equals true,no
alicloud.general.redis_cluster.in_transit_encryption_enforced,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.general.redis_cluster.multi_az_deployment,id exists ,status equals Active,YES
alicloud.general.registry.public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.regular_backups_configured.configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.report_group.export_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.repositories.public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.repository.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.resource.account_contact_details_current_maintenance_enforced,id exists ,status equals Active,YES
alicloud.general.resource.account_contact_details_differentiation_enforced,id exists ,status equals Active,YES
alicloud.general.resource.account_security_contact_information_registration_verified,id exists ,status equals Active,YES
alicloud.general.resource.security_center_central_management_enforced,id exists ,status equals Active,YES
alicloud.general.resource.security_center_enabled,logging_enabled equals true,status equals Active,YES
alicloud.general.resource.security_center_no_high_severity_findings_present,id exists ,status equals Active,YES
alicloud.general.resource.security_center_service_enabled,logging_enabled equals true,status equals Active,YES
alicloud.general.resource.securityhub_service_enabled,logging_enabled equals true,status equals Active,YES
alicloud.general.resource.threat_detection_service_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.restapi.access_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.restapi.client_certificate_required,id exists ,ssl_enabled equals true,YES
alicloud.general.restapi.waf_acl_enforced,id exists ,status equals Active,YES
alicloud.general.restapi.xray_tracing_enabled,logging_enabled equals true,status equals Active,YES
alicloud.general.root_login_alerts.configured,id exists ,logging_enabled equals true,YES
alicloud.general.secret_automatic_rotation_enabled.configured,id exists ,status equals Active,YES
alicloud.general.security_center_service_enabled.configured,logging_enabled equals true,status equals Active,YES
alicloud.general.security_group_change_monitoring.configured,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.server.in_transit_encryption_at_rest_and_in_transit_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.service.active,id exists ,status equals Active,YES
alicloud.general.service.private_endpoints_required_for_access,id exists ,internet_facing not_equals true,YES
alicloud.general.service.private_link_enforced_for_all_traffic,id exists ,internet_facing not_equals true,YES
alicloud.general.service.public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.sink.creation_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.snapshot.encryption_at_rest_enabled,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,no
alicloud.general.statemachine.execution_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.stream.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.table.backup_plan_enabled_automated_daily,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.table.cmk_encryption_at_rest_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.general.table.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.tables.kms_customer_managed_key_encryption_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.general.tables.point_in_time_recovery_enabled,id exists ,backup_enabled equals true,YES
alicloud.general.tag_policies_enabled_and_attached.configured,id exists ,tags exists ,YES
alicloud.general.target_group.health_check_properly_configured,id exists ,status equals Active,YES
alicloud.general.task.logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.task_definition.logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.general.training_job.intercontainer_encryption_in_transit_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.training_job.volume_and_output_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.training_jobs.vpc_settings_properly_configured,id exists ,vpc_id exists ,YES
alicloud.general.vault.policy_public_access_blocked,encrypted equals + public_ip_address not_exists + internet_facing not_equals,encrypted equals + public_ip_address not_exists + internet_facing not_equals,no
alicloud.general.virtual_interface_redundancy_enforced.configured,id exists ,status equals Active,YES
alicloud.general.volume.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.volume.regular_backups_configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.general.vpc.subnet_configuration_with_nat_gateway,id exists ,vpc_id exists ,YES
alicloud.general.vulnerability_assessment_service_enabled.configured,logging_enabled equals true,status equals Active,YES
alicloud.general.vulnerability_scan_configured.configured,id exists ,status equals Active,YES
alicloud.general.waf_acl_enforced.configured,id exists ,status equals Active,YES
alicloud.general.webshell_detection_enabled.configured,logging_enabled equals true,status equals Active,YES
alicloud.general.windows_file_system.multi_az_deployment,id exists ,status equals Active,YES
alicloud.general.workgroup.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.general.workload_risks_mitigated.configured,id exists ,status equals Active,YES
alicloud.hbr.backup_plan.access_backup_admins_mfa_required,mfa_enabled equals + backup_enabled equals,mfa_enabled equals + backup_enabled equals,no
alicloud.hbr.backup_plan.access_backup_keys_access_least_privilege,backup_enabled equals + permissions not_contains,backup_enabled equals + permissions not_contains,no
alicloud.hbr.backup_plan.access_backup_vault_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.hbr.backup_plan.access_no_public_access_to_backup_vault,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals + permissions not_contains,no
alicloud.hbr.backup_plan.unprotected_assets_alerting_enabled,logging_enabled equals + backup_enabled equals,logging_enabled equals + backup_enabled equals,no
alicloud.hbr.backup_recovery_job.monitoring_alert_rules_for_job_failures_configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.hbr.backup_recovery_job.monitoring_alert_rules_for_sla_breach_configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.hbr.dr.backup_destination_private_only,backup_enabled equals true,backup_enabled equals true,no
alicloud.hbr.dr.backup_encrypted_at_rest_cmek,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.hbr.dr.backup_immutable_or_worm_enabled_where_supported,backup_enabled equals true,backup_enabled equals true,no
alicloud.hbr.job.dr_job_logs_enabled,logging_enabled equals + backup_enabled equals,logging_enabled equals + backup_enabled equals,no
alicloud.hbr.job.dr_job_network_private_only,backup_enabled equals true,backup_enabled equals true,no
alicloud.hbr.job.dr_job_roles_least_privilege,backup_enabled equals + permissions not_contains,backup_enabled equals + permissions not_contains,no
alicloud.hbr.replication.auth_roles_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.hbr.replication.cross_region_replication_encrypted,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,no
alicloud.hbr.replication.encryption_in_transit_tls_required,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.hbr.restore_job.cross_account_restore_blocked_by_policy,permissions not_contains *,permissions not_contains *,no
alicloud.hbr.restore_job.from_encrypted_backups_only,encrypted equals true,encrypted equals true,no
alicloud.hbr.restore_job.logs_and_artifacts_encrypted,encrypted equals true,encrypted equals true,no
alicloud.hbr.restore_job.roles_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.hbr.vault.encryption_backup_storage_immutability_enabled,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,no
alicloud.hbr.vault.encryption_cmk_cmek_key_configured,encrypted equals + kms_key_id exists + backup_enabled equals,encrypted equals + kms_key_id exists + backup_enabled equals,no
alicloud.hbr.vault.encryption_encryption_at_rest_enabled,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,no
alicloud.hbr.vault.encryption_encryption_in_transit_tls_min_1_2,encrypted equals + ssl_enabled equals + min_tls_version gte + backup_enabled equals,encrypted equals + ssl_enabled equals + min_tls_version gte + backup_enabled equals,no
alicloud.hbr.vault.encryption_key_policy_least_privilege,encrypted equals + permissions not_contains,encrypted equals + permissions not_contains,no
alicloud.hologres.database.access_policies_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.hologres.database.cluster_admin_access_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.hologres.database.cluster_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.hologres.database.cluster_encryption_at_rest_cmek,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.hologres.database.cluster_private_networking_enforced,vpc_id exists ,vpc_id exists ,no
alicloud.hologres.database.cluster_tls_min_1_2_enforced,encrypted equals + ssl_enabled equals + min_tls_version gte,encrypted equals + ssl_enabled equals + min_tls_version gte,no
alicloud.hologres.database.encrypted,encrypted equals true,encrypted equals true,no
alicloud.hologres.database.public_sharing_disabled,permissions not_contains *,permissions not_contains *,no
alicloud.hologres.parameter.audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.hologres.parameter.tls_required,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.hologres.snapshot.at_rest_cmek,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.hologres.snapshot.publicly_shared,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.hologres.snapshot_kms.least_privilege,encrypted equals + permissions not_contains,encrypted equals + permissions not_contains,no
alicloud.ims.account.access_approval_enabled,id exists ,permissions not_contains *,YES
alicloud.ims.audit.logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.ims.cloud.asset_inventory_enabled,logging_enabled equals true,status equals Active,YES
alicloud.ims.custom.role_has_permissions_to_administer_resource_locks,permissions not_contains *,permissions not_contains *,no
alicloud.ims.no.service_roles_at_project_level,permissions not_contains *,permissions not_contains *,no
alicloud.ims.organization.essential_contacts_configured,id exists ,status equals Active,YES
alicloud.ims.role.kms_enforce_separation_of_duties,encrypted equals true,encrypted equals true,no
alicloud.efs.backup.enabled,backup_enabled equals true,backup_enabled equals true,no
alicloud.efs.encryption.at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.efs.file.system_copy_tags_to_backups_enabled,backup_enabled equals true,backup_enabled equals true,no
alicloud.efs.file.system_copy_tags_to_volumes_enabled,status equals Active,status equals Active,no
alicloud.efs.have.backup_enabled,backup_enabled equals true,backup_enabled equals true,no
alicloud.efs.multi.az_enabled,status equals Active,status equals Active,no
alicloud.efs.not.publicly_accessible,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.efs.windows.file_system_multi_az_enabled,status equals Active,status equals Active,no
alicloud.apsaradb.instance.at_rest_enabled,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,no
alicloud.apsaradb.instance.in_transit_required,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.apsaradb.instance.public_access_disabled,id exists ,internet_facing not_equals true,YES
alicloud.apsaradb.mongodb_cluster.cluster_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.apsaradb.mongodb_cluster.cluster_encryption_at_rest_cmek,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.apsaradb.mongodb_cluster.cluster_private_networking_enforced,id exists ,internet_facing not_equals true,YES
alicloud.apsaradb.rds_instance.instance_encryption_at_rest_enabled,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,no
alicloud.apsaradb.rds_instance.instance_iam_or_managed_identity_auth_enabled_where_supported,id exists ,permissions not_contains *,YES
alicloud.apsaradb.rds_instance.instance_public_access_disabled,id exists ,internet_facing not_equals true,YES
alicloud.apsaradb.rds_instance.instance_require_tls_in_transit,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.apsaradb.redis.redis_cluster_backup_enabled,backup_enabled equals true,backup_enabled equals true,no
alicloud.apsaradb.redis_mongodb_instance.instance_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.apsaradb.redis_mongodb_instance.instance_iam_or_managed_identity_auth_enabled_where_supported,id exists ,permissions not_contains *,YES
alicloud.apsaradb.redis_mongodb_instance.instance_public_access_disabled,id exists ,internet_facing not_equals true,YES
alicloud.apsaradb.redis_mongodb_instance.instance_require_tls_in_transit,encrypted equals true,encrypted equals true,no
alicloud.apsaravideo.live_stream.video_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.apsaravideo.live_stream.video_encryption_in_transit_required,encrypted equals true,encrypted equals true,no
alicloud.eip.attached.configured,id exists ,status equals Active,YES
alicloud.expressconnect.connect.vpn_ike_phase_encryption_strong,encrypted equals true,encrypted equals true,no
alicloud.expressconnect.connect.vpn_pre_shared_keys_rotation_policy_defined,id exists ,status equals Active,YES
alicloud.expressconnect.connection.redundancy,id exists ,status equals Active,YES
alicloud.expressconnect.virtual.interface_redundancy,id exists ,status equals Active,YES
