rule_id,for_each,current_var,proposed_var,expert_var,change_reason
alicloud.actiontrail.threat_detection.llm_jacking_detected,alicloud.actiontrail.threat_detection,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.actiontrail.threat_detection.privilege_escalation_detected,alicloud.actiontrail.threat_detection,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.actiontrail.trail.logging_enabled,alicloud.actiontrail.cloudwatch,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.actiontrail.vpc.change_monitoring,alicloud.actiontrail.vpc_change_alerts,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.actiontrail.vpc_change_alerts.configured,alicloud.actiontrail.vpc_change_alerts,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.alb.deletion.protection,alicloud.alb.deletion,id exists,status equals Active,status equals Active,
alicloud.alb.hologres_access_control.endpoint_authz_no_anonymous_access,alicloud.alb.hologres_access_control,id exists,permissions not_contains *,permissions not_contains *,
alicloud.alb.hologres_access_control.endpoint_authz_rbac_least_privilege,alicloud.alb.hologres_access_control,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.alb.hologres_endpoint.endpoint_access_allowed_cidrs_minimized,alicloud.alb.hologres_endpoint,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.alb.hologres_endpoint.endpoint_access_private_only,alicloud.alb.hologres_endpoint,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.alb.hologres_endpoint.endpoint_access_tls_required,alicloud.alb.hologres_endpoint,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,ssl_enabled equals true,TLS/SSL rule with redundant encrypted field — use ssl_enabled only
alicloud.alb.hologres_parameter_group.parameter_group_require_ssl,alicloud.alb.hologres_parameter_group,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,
alicloud.alb.hologres_snapshots.snapshot_cross_region_copy_encrypted,alicloud.alb.hologres_snapshots,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,
alicloud.alb.hologres_snapshots.snapshot_encrypted_at_rest_cmek,alicloud.alb.hologres_snapshots,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.alb.hologres_snapshots.snapshot_not_publicly_shared,alicloud.alb.hologres_snapshots,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,
alicloud.alb.insecure.ssl_ciphers,alicloud.alb.insecure,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.alb.internet.facing,alicloud.cloudfw.DescribeInternetTrafficTrend,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.alb.is.in_multiple_az,alicloud.alb.listener,id exists,status equals Active,status equals Active,
alicloud.alb.listener.cipher_policy_secure,alicloud.alb.listener,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.alb.listener.facing,alicloud.alb.listener,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.alb.listener.tls_min_1_2,alicloud.alb.listener,ssl_enabled equals true,ssl_enabled equals true,ssl_enabled equals true,
alicloud.alb.logging.enabled,alicloud.alb.logging,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.alb.network.lb_access_logs_enabled,alicloud.ack.network_policy,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.alb.network.lb_listener_tls_min_1_2,alicloud.ack.network_policy,encrypted equals + ssl_enabled equals + min_tls_version gte,encrypted equals + ssl_enabled equals + min_tls_version gte,encrypted equals + ssl_enabled equals + min_tls_version gte,
alicloud.alb.network.lb_valid_certificate_attached,alicloud.ack.network_policy,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.alb.ssl.listeners,alicloud.actiontrail.oss_bucket_access_logging_enabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.alb.target.group_health_check_enabled,alicloud.alb.target,id exists,status equals Active,status equals Active,
alicloud.alb.target_group.tg_targets_in_private_subnets,alicloud.alb.target_group,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.alb.waf.acl_attached,alicloud.alb.waf,id exists,status equals Active,status equals Active,
alicloud.dns.dnssec.disabled,alicloud.dns.dnssec,id exists,status equals Active,status equals Active,
alicloud.dns.health_check.https_or_tls_used,alicloud.alb.GetHealthCheckTemplateAttribute,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dns.health_check.no_plaintext_credentials_in_url,alicloud.alb.GetHealthCheckTemplateAttribute,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dns.key.in_dnssec,alicloud.actiontrail.GetAccessKeyLastUsedEvents,id exists,status equals Active,status equals Active,
alicloud.dns.public.hosted_zones_cloudmonitor_logging_enabled,alicloud.actiontrail.oss_bucket_public_access_blocked,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dns.record.set_caa_records_present_for_root_and_wildcard,alicloud.dns.DescribeDomainRecords,id exists,status equals Active,status equals Active,
alicloud.dns.record.set_dmarc_record_present_when_mx_present,alicloud.dns.DescribeDomainRecords,id exists,status equals Active,status equals Active,
alicloud.dns.record.set_no_overly_broad_wildcard_records_in_sensitive_zones,alicloud.dns.DescribeDomainRecords,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dns.rsasha1.in_use_to_key_sign_in_dnssec,alicloud.dns.rsasha1,id exists,status equals Active,status equals Active,
alicloud.dns.rsasha1.in_use_to_zone_sign_in_dnssec,alicloud.dns.rsasha1,id exists,status equals Active,status equals Active,
alicloud.dns.service.dnssec_enabled_for_security,alicloud.ack.log_service,id exists,status equals Active,status equals Active,
alicloud.dns.service.rsasha1_deprecated_for_key_signing_in_dnssec,alicloud.ack.log_service,id exists,status equals Active,status equals Active,
alicloud.dns.service.rsasha1_deprecated_for_zone_signing_in_dnssec,alicloud.ack.log_service,id exists,status equals Active,status equals Active,
alicloud.dns.zone.cross_account_sharing_restricted,alicloud.alb.DescribeZones,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dns.zone.dnssec_enabled_where_supported,alicloud.alb.DescribeZones,id exists,status equals Active,status equals Active,
alicloud.dns.zone.zone_transfer_restricted_or_tsig_required,alicloud.alb.DescribeZones,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.gtm.traffic_manager_policy.traffic_policy_health_checks_required_for_failover,alicloud.gtm.traffic_manager_policy,status equals Active,status equals Active,status equals Active,
alicloud.gtm.traffic_manager_policy.traffic_policy_policy_documents_encrypted_and_private,alicloud.gtm.traffic_manager_policy,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.gtm.traffic_manager_policy.traffic_policy_targets_approved_domains_only,alicloud.gtm.traffic_manager_policy,status exists,status exists,status exists,
alicloud.apsaramq.broker.active_deployment_mode,alicloud.apsaramq.broker,status exists,status exists,status exists,
alicloud.apsaramq.broker.cluster_deployment_mode,alicloud.apsaramq.broker,status exists,status exists,status exists,
alicloud.apsaramq.broker.logging_enabled,alicloud.apsaramq.broker,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.apsaramq.cluster.encryption_at_rest_uses_cmk,alicloud.ack.DescribeClusterAddonsUpgradeStatus,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.apsaramq.cluster.in_transit_encryption_enabled,alicloud.ack.DescribeClusterAddonsUpgradeStatus,encrypted equals true,encrypted equals true,ssl_enabled equals true,TLS/SSL connection rule — use ssl_enabled not encrypted
alicloud.apsaramq.connector.in_transit_encryption_enabled,alicloud.apsaramq.connector,encrypted equals true,encrypted equals true,ssl_enabled equals true,TLS/SSL connection rule — use ssl_enabled not encrypted
alicloud.apsaramq.fleet.default_internet_access_disabled,alicloud.apsaramq.fleet,status exists,status exists,status exists,
alicloud.apsaramq.kafka_topic.stream_consumer_auth_required,alicloud.apsaramq.kafka_topic,status exists,status exists,status exists,
alicloud.apsaramq.kafka_topic.stream_encryption_at_rest_enabled,alicloud.apsaramq.kafka_topic,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.apsaramq.kafka_topic.stream_private_network_only_where_supported,alicloud.apsaramq.kafka_topic,vpc_id exists,vpc_id exists,vpc_id exists,
alicloud.apsaramq.queue.auth_required,alicloud.apsaramq.queue,status exists,status exists,status exists,
alicloud.apsaramq.queue.cross_account_send_receive_restricted,alicloud.apsaramq.queue,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.apsaramq.queue.encryption_at_rest_enabled,alicloud.apsaramq.queue,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.apsaramq.queue.private_network_only_where_supported,alicloud.apsaramq.queue,vpc_id exists,vpc_id exists,vpc_id exists,
alicloud.datahub.consumer.access_least_privilege,alicloud.dts.DescribeConsumerChannel,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.datahub.consumer.auth_required,alicloud.dts.DescribeConsumerChannel,status exists,status exists,status exists,
alicloud.datahub.stream.consumer_auth_required,alicloud.apsaravideo.live_stream,status exists,status exists,status exists,
alicloud.datahub.stream.data_retention_30_days_minimum,alicloud.apsaravideo.live_stream,status exists,status exists,status exists,
alicloud.datahub.stream.encrypted,alicloud.apsaravideo.live_stream,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.datahub.stream.encryption_at_rest_enabled,alicloud.apsaravideo.live_stream,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.datahub.stream.encryption_enabled,alicloud.apsaravideo.live_stream,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.datahub.stream.least_privilege,alicloud.apsaravideo.live_stream,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.datahub.stream.private_network_only_where_supported,alicloud.apsaravideo.live_stream,vpc_id exists,vpc_id exists,vpc_id exists,
alicloud.analyticdb.backup.enabled,alicloud.general.backup_enabled,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.analyticdb.cluster.admin_access_least_privilege,alicloud.analyticdb.cluster_audit_logging_enabled,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.analyticdb.cluster.audit_logging,alicloud.analyticdb.cluster_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.analyticdb.cluster.audit_logging_enabled,alicloud.analyticdb.cluster_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.analyticdb.cluster.automated_snapshot_enabled,alicloud.analyticdb.cluster_audit_logging_enabled,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.analyticdb.cluster.automatic_version_upgrades_enabled,alicloud.analyticdb.cluster_audit_logging_enabled,versioning_enabled equals true,versioning_enabled equals true,versioning_enabled equals true,
alicloud.analyticdb.cluster.encryption_at_rest_cmek,alicloud.analyticdb.cluster_audit_logging_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
